fiscal_year,prefecture,prefecture_code,prefecture_basis,category_axis,sector,n_awards,n_corporate,n_masked_individual,n_awards_suppressed_in_group,records_parsed,records_normalized,retrieved_at,amount_min_jpy,amount_q1_jpy,amount_median_jpy,amount_q3_jpy,amount_max_jpy,amount_sum_jpy,award_ratio_median,award_ratio_q1,award_ratio_q3,award_ratio_coverage,source_id,license,attribution
2013,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,1656500,1656500,1656500,1656500,1656500,1656500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,2189900,4012425,5834950,7657475,9480000,11669900,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,3,3,0,1,313607,313568,2026-09-21T14:28:16Z,2300000,5775500,9251000,15125500,21000000,32551000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,4,4,0,1,313607,313568,2026-09-21T14:28:16Z,2025600,3186488,3681725,4147500,5220000,14609050,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,3,3,0,1,313607,313568,2026-09-21T14:28:16Z,1440000,1618955,1797910,2650705,3503500,6741410,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,11,11,0,1,313607,313568,2026-09-21T14:28:16Z,1450000,2380150,3387500,19875000,40890000,136511311,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,1970000,2226986,2483972,2740958,2997944,4967944,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岩手県,03,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,2750000,2750000,2750000,2750000,2750000,2750000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,1752000,1752000,1752000,1752000,1752000,1752000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,7,7,0,1,313607,313568,2026-09-21T14:28:16Z,1000000,2367500,3821950,5770850,41000000,62098650,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,431,431,0,1,313607,313568,2026-09-21T14:28:16Z,1000,2488000,5180000,11618448,1566380873,9642927199,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,栃木県,09,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,3,3,0,1,313607,313568,2026-09-21T14:28:16Z,1800000,3425000,5050000,11873000,18696000,25546000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,43,43,0,1,313607,313568,2026-09-21T14:28:16Z,645430,1841200,2884000,4849400,143256000,375191748,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,4612590,4612590,4612590,4612590,4612590,4612590,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,21,21,0,1,313607,313568,2026-09-21T14:28:16Z,10000,2780000,4527434,12000000,2330000000,3081842181,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,9,9,0,1,313607,313568,2026-09-21T14:28:16Z,1713000,5470000,7640000,9370000,20550000,77991150,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,4080000,5859675,7639350,9419025,11198700,15278700,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,鹿児島県,46,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,内閣・内政,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,2000000,2000000,2000000,2000000,2000000,2000000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,17,17,0,0,313607,313568,2026-09-21T14:28:16Z,888226,1681408,2918700,6074400,27438011,98018272,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,不明,,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,16,0,16,0,313607,313568,2026-09-21T14:28:16Z,827000,2870703,5527608,9643524,27626000,128501657,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,58,58,0,0,313607,313568,2026-09-21T14:28:16Z,450000,1427350,1577950,3123934,49990000,205693851,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,佐賀県,41,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,19,19,0,0,313607,313568,2026-09-21T14:28:16Z,499992,1170842,1737220,3049228,21996529,74358677,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,49,49,0,0,313607,313568,2026-09-21T14:28:16Z,1150,991810,2662500,5729250,51000000,301605512,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,76,76,0,0,313607,313568,2026-09-21T14:28:16Z,3700,1596000,2952255,5352106,39987880,338416093,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,31,31,0,0,313607,313568,2026-09-21T14:28:16Z,700000,1602125,3850000,6775000,33500000,191221541,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,和歌山県,30,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,23,23,0,0,313607,313568,2026-09-21T14:28:16Z,183895,1098000,1901210,4592338,19400000,87658650,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,44,44,0,0,313607,313568,2026-09-21T14:28:16Z,250,2928580,4715625,6769594,57200000,345924420,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,大分県,44,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,16,16,0,0,313607,313568,2026-09-21T14:28:16Z,804000,1897500,3472126,4759000,22305555,87181633,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,99,99,0,0,313607,313568,2026-09-21T14:28:16Z,19000,1236500,2058240,3961360,99990000,475602610,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,奈良県,29,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,13,13,0,0,313607,313568,2026-09-21T14:28:16Z,1053572,1390000,2714244,5250000,20771869,69261432,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,28,28,0,0,313607,313568,2026-09-21T14:28:16Z,777000,1034910,1658088,3212110,50272500,130089820,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,宮崎県,45,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,56,56,0,0,313607,313568,2026-09-21T14:28:16Z,13614,114468,437759,1653532,22400000,111901368,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,15,15,0,0,313607,313568,2026-09-21T14:28:16Z,395000,1119505,2425620,5847305,18500000,63715494,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,山口県,35,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,18,18,0,0,313607,313568,2026-09-21T14:28:16Z,475600,965692,2476240,4377000,7909500,52394410,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,山形県,06,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,37,37,0,0,313607,313568,2026-09-21T14:28:16Z,718590,1308873,2241115,4505770,26129270,148873573,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,山梨県,19,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,17,17,0,0,313607,313568,2026-09-21T14:28:16Z,916141,1419930,3000588,3467300,20902168,61282751,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岐阜県,21,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,31,31,0,0,313607,313568,2026-09-21T14:28:16Z,350000,1459935,1978769,3953572,8804846,86253460,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岡山県,33,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,17,17,0,0,313607,313568,2026-09-21T14:28:16Z,1032690,2066026,2850000,5100000,22888000,79704141,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岩手県,03,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,24,24,0,0,313607,313568,2026-09-21T14:28:16Z,218131,1236924,2036574,3108660,8665070,71069177,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,島根県,32,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,8,8,0,0,313607,313568,2026-09-21T14:28:16Z,331497,712000,964575,1575450,5437577,12583624,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,40,40,0,0,313607,313568,2026-09-21T14:28:16Z,16660,1085760,1644660,3258258,28950926,134090537,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,徳島県,36,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,11,11,0,0,313607,313568,2026-09-21T14:28:16Z,645000,1021862,2433270,3331984,20370000,42650941,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,愛媛県,38,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,21,21,0,0,313607,313568,2026-09-21T14:28:16Z,147444,836961,1520000,3025083,25000000,75974921,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,73,73,0,0,313607,313568,2026-09-21T14:28:16Z,233000,1800000,3076740,5970000,69500000,518967670,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,35,35,0,0,313607,313568,2026-09-21T14:28:16Z,1,1224500,2800000,7674112,27593000,194408487,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,544,544,0,0,313607,313568,2026-09-21T14:28:16Z,1,1996750,4654100,9405608,2030000000,9214014443,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,栃木県,09,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,22,22,0,0,313607,313568,2026-09-21T14:28:16Z,200000,1379900,2835235,4948350,7172650,67097836,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,37,37,0,0,313607,313568,2026-09-21T14:28:16Z,107520,725388,1708136,4500000,10246000,108772178,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,滋賀県,25,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,15,15,0,0,313607,313568,2026-09-21T14:28:16Z,588000,2091344,3565580,8447300,25831840,111766877,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,39,39,0,0,313607,313568,2026-09-21T14:28:16Z,63780,585642,1740000,4077122,17107946,115630149,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,38,38,0,0,313607,313568,2026-09-21T14:28:16Z,1,636615,1892000,5075000,21227000,152927837,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,60,60,0,0,313607,313568,2026-09-21T14:28:16Z,2800,1715231,3710000,14111516,173030000,840839332,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福井県,18,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,19,19,0,0,313607,313568,2026-09-21T14:28:16Z,561600,1133956,3474674,5464792,22861500,95639995,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,70,70,0,0,313607,313568,2026-09-21T14:28:16Z,1,1060010,1951464,5717740,89141000,370705788,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,23,23,0,0,313607,313568,2026-09-21T14:28:16Z,729640,1186376,4600000,7719760,23135308,133768022,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,秋田県,05,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,14,14,0,0,313607,313568,2026-09-21T14:28:16Z,1020000,1558650,2632900,8154526,32909167,99309691,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,群馬県,10,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,34,34,0,0,313607,313568,2026-09-21T14:28:16Z,836820,1806635,3775000,5244672,23971000,168695451,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,40,40,0,0,313607,313568,2026-09-21T14:28:16Z,554000,1272500,3440000,5611394,32820000,231788509,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,長崎県,42,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,23,23,0,0,313607,313568,2026-09-21T14:28:16Z,529200,1421900,2065890,3643155,16560000,89053054,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,長野県,20,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,15,15,0,0,313607,313568,2026-09-21T14:28:16Z,432000,1889450,4798700,6593200,26000000,98272688,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,青森県,02,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,34,34,0,0,313607,313568,2026-09-21T14:28:16Z,597000,1234574,2986926,5492975,22686454,141428931,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,静岡県,22,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,27,27,0,0,313607,313568,2026-09-21T14:28:16Z,312132,1358375,2557480,8070000,38500000,189955277,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,22,22,0,0,313607,313568,2026-09-21T14:28:16Z,359600,1110600,1620400,3269262,7756000,54335628,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,高知県,39,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,17,17,0,0,313607,313568,2026-09-21T14:28:16Z,270000,960850,1520160,2351640,5080000,31911143,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,鳥取県,31,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,11,11,0,0,313607,313568,2026-09-21T14:28:16Z,1225000,1951580,2496520,4539180,22869561,66703901,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,鹿児島県,46,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,厚生労働,13,13,0,0,313607,313568,2026-09-21T14:28:16Z,356450,809545,1571740,2639906,18464900,38819968,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,3157000,4053500,4950000,6075000,7200000,15307000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,不明,,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,8,0,8,0,313607,313568,2026-09-21T14:28:16Z,223098,695796,1398533,3256771,9147136,22085798,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,1187000,1230562,1274125,1417328,1560530,4021655,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
