fiscal_year,prefecture,prefecture_code,prefecture_basis,category_axis,sector,n_awards,n_corporate,n_masked_individual,n_awards_suppressed_in_group,records_parsed,records_normalized,retrieved_at,amount_min_jpy,amount_q1_jpy,amount_median_jpy,amount_q3_jpy,amount_max_jpy,amount_sum_jpy,award_ratio_median,award_ratio_q1,award_ratio_q3,award_ratio_coverage,source_id,license,attribution
2016,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,1930000,1930000,1930000,1930000,1930000,1930000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,1830000,20815000,39800000,40150000,40500000,82130000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,980000,5495000,9750000,14942106,22268423,42748423,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,1393500,4846750,8300000,22860936,37421871,47115371,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,岡山県,33,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,2474400,2474400,2474400,2474400,2474400,2474400,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,1741300,1741300,1741300,1741300,1741300,1741300,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,34681020,79560765,124440510,169320255,214200000,248881020,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,97,97,0,0,313607,313568,2026-09-21T14:28:16Z,666900,2447550,6160000,16470000,477518742,2810352928,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,滋賀県,25,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,8300000,8300000,8300000,8300000,8300000,8300000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,6,6,0,0,313607,313568,2026-09-21T14:28:16Z,1104500,5458500,19893500,31876750,1740000000,1817409500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,福井県,18,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,10600000,10600000,10600000,10600000,10600000,10600000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,16600000,16600000,16600000,16600000,16600000,16600000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,群馬県,10,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,2107500,2107500,2107500,2107500,2107500,2107500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,立法・司法・会計検査,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,658800,724050,782900,2702500,8350000,10574600,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,1610000,1610000,1610000,1610000,1610000,1610000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,2,2,0,2,313607,313568,2026-09-21T14:28:16Z,48000,391046,734093,1077140,1420186,1468186,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,6,6,0,2,313607,313568,2026-09-21T14:28:16Z,12400,45175,111731,2171440,7110000,10226862,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,2780000,2780000,2780000,2780000,2780000,2780000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,2,2,0,2,313607,313568,2026-09-21T14:28:16Z,147000,158375,169750,181125,192500,339500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,32,32,0,2,313607,313568,2026-09-21T14:28:16Z,3000,12218,31840,74594,1176000,3495788,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,9,9,0,2,313607,313568,2026-09-21T14:28:16Z,2427,1259900,4126887,9174000,10956000,43694626,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,3,3,0,2,313607,313568,2026-09-21T14:28:16Z,597658,1039496,1481334,2125497,2769660,4848652,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,800000,800000,800000,800000,800000,800000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,岐阜県,21,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,4,4,0,2,313607,313568,2026-09-21T14:28:16Z,15600,248025,468750,2542334,8333334,9286434,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,2,2,0,2,313607,313568,2026-09-21T14:28:16Z,5640000,6082500,6525000,6967500,7410000,13050000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,46,46,0,2,313607,313568,2026-09-21T14:28:16Z,6000,24634,65328,240965,5223900,18375259,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,2,2,0,2,313607,313568,2026-09-21T14:28:16Z,1580000,11149492,20718985,30288478,39857970,41437970,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,180,180,0,2,313607,313568,2026-09-21T14:28:16Z,9,204750,4182650,14060002,415000000,2986905583,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,7,7,0,2,313607,313568,2026-09-21T14:28:16Z,3240,8920,25980,35600,106000,224260,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,2,2,0,2,313607,313568,2026-09-21T14:28:16Z,31200,673400,1315600,1957800,2600000,2631200,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,11,11,0,2,313607,313568,2026-09-21T14:28:16Z,126900,268500,573000,1323400,9265000,17291300,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,9,9,0,2,313607,313568,2026-09-21T14:28:16Z,33540,1179000,2770195,3850000,7800000,25241095,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,5,5,0,2,313607,313568,2026-09-21T14:28:16Z,91728,132450,184000,277500,925000,1610678,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,長崎県,42,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,1080000,1080000,1080000,1080000,1080000,1080000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,青森県,02,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,19000000,19000000,19000000,19000000,19000000,19000000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,静岡県,22,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,4,4,0,2,313607,313568,2026-09-21T14:28:16Z,100655,149514,301900,978500,2600000,3304455,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,経済産業,1,1,0,2,313607,313568,2026-09-21T14:28:16Z,916000,916000,916000,916000,916000,916000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,6980000,6980000,6980000,6980000,6980000,6980000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,2431000,40623250,78815500,117007750,155200000,157631000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,7,7,0,1,313607,313568,2026-09-21T14:28:16Z,2070000,2248350,2600000,3120450,13890000,29297600,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,9,9,0,1,313607,313568,2026-09-21T14:28:16Z,1250000,1647360,3380000,6107490,11700000,41765691,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,5,5,0,1,313607,313568,2026-09-21T14:28:16Z,1086400,2800000,9780700,10531700,18400000,42598800,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,2304304,4588728,6873152,9157576,11442000,13746304,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,大分県,44,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,4300000,4300000,4300000,4300000,4300000,4300000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,28,28,0,1,313607,313568,2026-09-21T14:28:16Z,200000,2269025,3070592,9327850,175200000,563178952,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,16,16,0,1,313607,313568,2026-09-21T14:28:16Z,71846,338757,1466616,2525125,14770000,43743496,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,1829355,1829355,1829355,1829355,1829355,1829355,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,岡山県,33,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,6432000,6819000,7206000,7593000,7980000,14412000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,島根県,32,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,462250,462250,462250,462250,462250,462250,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,1,313607,313568,2026-09-21T14:28:16Z,510000,775250,1040500,15010250,28980000,30530500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,愛媛県,38,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,3,3,0,1,313607,313568,2026-09-21T14:28:16Z,798000,913675,1029350,1408675,1788000,3615350,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,15,15,0,1,313607,313568,2026-09-21T14:28:16Z,640000,2155750,3255000,10850000,61500000,174662012,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,2900000,4117250,5334500,6551750,7769000,10669000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,588,588,0,1,313607,313568,2026-09-21T14:28:16Z,1945,4500000,9800000,24660101,4708807600,41093348042,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,3432500,3432500,3432500,3432500,3432500,3432500,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,熊本県,43,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,4,4,0,1,313607,313568,2026-09-21T14:28:16Z,575000,949250,1146650,1660474,2983994,5852294,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,530000,1616300,2702600,3788900,4875200,5405200,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,28,28,0,1,313607,313568,2026-09-21T14:28:16Z,1430000,3671400,7527000,23625000,180540000,702566857,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,4,4,0,1,313607,313568,2026-09-21T14:28:16Z,1906128,2501532,2728350,3654257,6346928,13709756,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,2,2,0,1,313607,313568,2026-09-21T14:28:16Z,4320000,4976250,5632500,6288750,6945000,11265000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,1890000,1890000,1890000,1890000,1890000,1890000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,長野県,20,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,8,8,0,1,313607,313568,2026-09-21T14:28:16Z,2127000,2942500,4210000,7375000,8600000,40417000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,静岡県,22,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,3000000,3000000,3000000,3000000,3000000,3000000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,香川県,37,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,総務・情報通信,1,1,0,1,313607,313568,2026-09-21T14:28:16Z,4580000,4580000,4580000,4580000,4580000,4580000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,三重県,24,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,1104000,1280850,1695400,2528250,3960000,8454800,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,不明,,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,9,0,9,0,313607,313568,2026-09-21T14:28:16Z,21500,375500,785000,2830000,11772000,26134758,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,京都府,26,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,46,46,0,0,313607,313568,2026-09-21T14:28:16Z,38,336,1950505,3254720,11340000,99055618,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,39,39,0,0,313607,313568,2026-09-21T14:28:16Z,15,1150000,2135000,4291500,55000000,219072195,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2016,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,警察・法務・公安,104,104,0,0,313607,313568,2026-09-21T14:28:16Z,5,2095,1498161,3372000,270000000,635600319,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
